Version,File,NR,LOC,LOC_touched,LOC_added,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_Churn,NAuth,ChgSetSize,MAX_ChgSetSize,AVG_ChgSetSize,AgeInWeeks,AgeWeighted,NFix,Bugged
1,console/src/main/java/org/apache/syncope/console/pages/NotificationTaskModalPage.java,2,69,79,74,67,37,69,67,35,2,1100,1096,550,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/PolicyModalPage.java,2,206,214,210,198,105,206,198,103,2,1097,1096,549,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/PropagationTaskModalPage.java,1,45,45,45,45,45,45,45,45,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/ReportExecResultDownloadModalPage.java,1,70,70,70,70,70,70,70,70,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/ReportModalPage.java,3,574,594,584,576,195,574,576,191,2,1122,1096,374,15,15,2,no
1,console/src/main/java/org/apache/syncope/console/pages/ReportletConfModalPage.java,1,348,348,348,348,348,348,348,348,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/Reports.java,2,495,495,495,493,248,495,493,248,2,1104,1096,552,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/ResourceModalPage.java,2,165,167,166,165,83,165,165,83,2,1099,1096,550,15,15,1,no
1,console/src/main/java/org/apache/syncope/console/pages/Resources.java,1,506,506,506,506,506,506,506,506,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/RoleModalPage.java,1,121,121,121,121,121,121,121,121,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/Roles.java,1,96,96,96,96,96,96,96,96,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/SchedTaskModalPage.java,1,59,59,59,59,59,59,59,59,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/Schema.java,1,856,856,856,856,856,856,856,856,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/SchemaModalPage.java,3,301,345,323,239,108,301,239,100,3,1104,1096,368,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/StatusModalPage.java,1,114,114,114,114,114,114,114,114,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/SyncTaskModalPage.java,1,112,112,112,112,112,112,112,112,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/TaskModalPage.java,1,235,235,235,235,235,235,235,235,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/Tasks.java,3,208,236,222,179,74,208,179,69,2,1112,1096,371,15,14,1,no
1,console/src/main/java/org/apache/syncope/console/pages/Todo.java,1,483,483,483,483,483,483,483,483,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/UserModalPage.java,2,216,232,224,216,112,216,216,108,2,1102,1096,551,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/UserRequestModalPage.java,1,138,138,138,138,138,138,138,138,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/UserTemplateModalPage.java,1,62,62,62,62,62,62,62,62,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/Users.java,2,154,158,156,154,78,154,154,77,2,1103,1096,552,15,15,1,no
1,console/src/main/java/org/apache/syncope/console/pages/VirtualSchemaModalPage.java,1,114,114,114,114,114,114,114,114,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/WelcomePage.java,2,45,47,46,45,23,45,45,23,2,1121,1096,561,15,15,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/AccountInformationPanel.java,1,82,82,82,82,82,82,82,82,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java,3,268,324,296,221,99,268,221,89,2,1107,1096,369,15,15,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/DerivedAttributesPanel.java,1,176,176,176,176,176,176,176,176,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/JQueryTabbedPanel.java,1,37,37,37,37,37,37,37,37,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/NotificationTasks.java,2,237,253,245,224,123,237,224,119,2,1103,1096,552,15,15,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/PoliciesPanel.java,1,334,334,334,334,334,334,334,334,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/PolicyBeanPanel.java,2,263,295,279,263,140,263,263,132,2,1097,1096,549,15,15,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/PropagationTasks.java,3,249,273,261,234,87,249,234,83,3,1111,1096,370,15,14,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceConnConfPanel.java,3,305,337,321,309,107,305,309,102,2,1114,1096,371,15,14,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceDetailsPanel.java,2,235,253,244,219,122,235,219,118,2,1099,1096,550,15,13,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceMappingPanel.java,5,527,627,577,553,115,527,553,105,3,1108,1096,222,15,14,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceSecurityPanel.java,1,195,195,195,195,195,195,195,195,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResourcesPanel.java,2,70,94,82,64,41,70,64,35,2,1097,1096,549,15,14,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/ResultSetPanel.java,4,555,653,604,537,151,555,537,139,2,1109,1096,277,15,13,3,yes
1,console/src/main/java/org/apache/syncope/console/pages/panels/RoleAttributesPanel.java,1,110,110,110,110,110,110,110,110,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSecurityPanel.java,1,194,194,194,194,194,194,194,194,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSummaryPanel.java,1,140,140,140,140,140,140,140,140,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/RoleTabPanel.java,1,100,100,100,100,100,100,100,100,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/RolesPanel.java,1,187,187,187,187,187,187,187,187,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/SchedTasks.java,2,274,292,283,262,142,274,262,137,2,1103,1096,552,15,15,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/StatusPanel.java,1,174,174,174,174,174,174,174,174,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/SyncTasks.java,2,295,341,318,282,159,295,282,148,2,1103,1096,552,15,14,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/UserDetailsPanel.java,1,107,107,107,107,107,107,107,107,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/UserManagementResultPanel.java,1,357,357,357,357,357,357,357,357,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchPanel.java,2,609,649,629,600,315,609,600,305,2,1097,1096,549,15,14,1,no
1,console/src/main/java/org/apache/syncope/console/pages/panels/VirtualAttributesPanel.java,1,185,185,185,185,185,185,185,185,1,1096,1096,1096,15,15,0,no
1,console/src/main/java/org/apache/syncope/console/rest/AbstractBaseRestClient.java,2,34,44,39,39,20,34,39,17,2,1121,1096,561,15,14,1,no
1,console/src/main/java/org/apache/syncope/console/rest/ApprovalRestClient.java,2,48,54,51,44,26,48,44,24,2,1121,1096,561,15,13,1,no
1,console/src/main/java/org/apache/syncope/console/rest/ConfigurationRestClient.java,2,72,82,77,66,39,72,66,36,2,1121,1096,561,15,13,1,no
1,console/src/main/java/org/apache/syncope/console/rest/ConnectorRestClient.java,4,201,237,219,180,55,201,180,50,2,1139,1096,285,15,13,2,no
1,console/src/main/java/org/apache/syncope/console/rest/EntitlementRestClient.java,2,50,54,52,48,26,50,48,25,2,1121,1096,561,15,14,1,no
