Version,File,NR,LOC,LOC_touched,LOC_added,MAX_LOC_added,AVG_LOC_added,Churn,MAX_Churn,AVG_Churn,NAuth,ChgSetSize,MAX_ChgSetSize,AVG_ChgSetSize,AgeInWeeks,AgeWeighted,NFix,Bugged
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,1,108,108,108,108,108,108,108,108,1,19,19,19,23,23,0,yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java,2,353,355,354,353,177,353,353,177,1,30,19,15,23,23,1,yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,0,80,0,0,0,0,0,0,0,3,0,0,0,94,0,0,yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,0,28,0,0,0,0,0,0,0,1,0,0,0,94,0,0,no
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,0,57,0,0,0,0,0,0,0,3,0,0,0,94,0,0,no
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java,2,306,318,312,310,156,306,310,153,2,58,39,29,23,23,0,yes
3,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,1,340,258,76,76,76,-106,0,-106,3,19,19,19,94,23,0,yes
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,0,104,0,0,0,0,0,0,0,2,0,0,0,94,0,0,no
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,0,35,0,0,0,0,0,0,0,2,0,0,0,94,0,0,no
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,0,98,0,0,0,0,0,0,0,2,0,0,0,94,0,0,no
3,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,1,117,38,38,38,38,38,38,38,3,24,24,24,94,27,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java,0,58,0,0,0,0,0,0,0,2,0,0,0,94,0,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java,0,51,0,0,0,0,0,0,0,1,0,0,0,94,0,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java,0,57,0,0,0,0,0,0,0,1,0,0,0,94,0,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,9,688,508,483,168,54,458,167,51,4,236,78,26,94,14,2,no
3,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,3,198,298,248,194,83,198,194,66,2,23,12,8,1,1,3,no
3,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java,4,430,442,436,431,109,430,431,108,2,139,78,35,10,10,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java,2,172,30,24,23,12,18,18,9,4,39,29,20,94,7,2,yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java,4,287,64,50,39,13,36,27,9,4,86,29,22,94,7,2,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java,1,35,35,35,35,35,35,35,35,1,10,10,10,3,3,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,4,103,66,53,27,13,40,26,10,4,71,29,18,94,9,3,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java,8,1198,1300,1249,679,156,1198,679,150,3,163,78,20,23,19,3,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,3,139,27,18,14,6,9,7,3,3,117,78,39,71,6,2,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java,5,90,56,36,19,7,16,14,3,3,68,22,14,94,15,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java,2,297,351,324,197,162,297,197,149,2,6,3,3,0,0,2,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java,6,231,285,258,207,43,231,207,39,3,157,78,26,14,13,2,yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java,4,399,491,445,320,111,399,320,100,2,145,78,36,20,19,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java,1,116,6,3,3,3,0,0,0,2,78,78,78,94,2,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java,6,178,40,26,9,4,12,4,2,3,164,78,27,94,14,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java,4,740,128,71,28,18,14,15,4,4,71,29,18,94,5,2,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,1,36,36,36,36,36,36,36,36,1,10,10,10,3,3,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java,1,36,36,36,36,36,36,36,36,1,10,10,10,3,3,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,1,36,36,36,36,36,36,36,36,1,10,10,10,3,3,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java,4,300,51,43,30,11,35,30,9,3,139,78,35,94,9,1,yes
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java,2,79,81,80,75,40,79,75,40,1,28,24,14,27,25,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,2,84,88,86,84,43,84,84,42,2,102,78,51,27,26,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,6,365,481,423,237,71,365,237,61,2,155,78,26,27,22,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,5,306,314,310,291,62,306,291,61,2,136,78,27,27,26,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,4,263,30,16,6,4,2,1,1,4,120,78,30,94,4,3,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,4,41,51,46,26,12,41,26,10,2,99,78,25,24,17,3,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,0,170,0,0,0,0,0,0,0,1,0,0,0,94,0,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java,4,258,31,24,13,6,17,12,4,3,128,78,32,94,3,2,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java,3,280,53,46,39,15,39,39,13,2,122,78,41,44,17,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,3,137,21,17,9,6,13,7,4,4,55,28,18,94,12,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java,0,48,0,0,0,0,0,0,0,2,0,0,0,94,0,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java,9,801,863,832,341,92,801,334,89,3,156,78,17,28,14,6,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java,1,86,14,12,12,12,10,10,10,3,24,24,24,94,27,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java,4,359,246,233,218,58,220,214,55,4,133,78,33,94,21,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java,4,269,53,25,15,6,-3,3,-1,2,127,78,32,36,2,3,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java,0,53,0,0,0,0,0,0,0,1,0,0,0,94,0,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,3,308,8,5,3,2,2,1,1,4,130,78,43,94,19,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java,0,54,0,0,0,0,0,0,0,1,0,0,0,94,0,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java,4,308,98,69,45,17,40,32,10,4,114,78,29,94,3,2,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java,2,55,9,6,4,3,3,2,2,3,40,22,20,94,18,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java,3,1,39,20,17,7,1,1,0,2,118,78,39,94,19,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java,2,247,7,4,2,2,1,1,1,2,107,78,54,55,4,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,0,64,0,0,0,0,0,0,0,2,0,0,0,94,0,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,2,206,4,2,1,1,0,0,0,2,107,78,54,60,5,1,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,2,62,64,63,62,32,62,62,31,2,97,78,49,23,22,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,2,60,62,61,60,31,60,60,30,2,97,78,49,23,22,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java,2,321,331,326,321,163,321,321,161,2,97,78,49,23,22,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,2,329,30,22,17,11,14,14,7,3,97,78,49,94,16,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,1,47,2,1,1,1,0,0,0,2,78,78,78,94,2,0,no
3,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java,1,94,2,2,2,2,2,2,2,3,29,29,29,94,7,1,no
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,0,215,0,0,0,0,0,0,0,1,0,0,0,54,0,0,no
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,1,273,6,4,4,4,2,2,2,2,41,41,41,54,6,1,yes
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,1,460,8,5,5,5,2,2,2,4,41,41,41,54,6,1,yes
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,1,138,9,5,5,5,1,1,1,3,41,41,41,104,6,1,no
4,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,1,358,3,2,2,2,1,1,1,5,41,41,41,104,6,1,no
4,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,0,163,0,0,0,0,0,0,0,2,0,0,0,54,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,2,1248,12,9,8,5,6,5,3,5,42,41,21,104,6,2,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,0,51,0,0,0,0,0,0,0,2,0,0,0,60,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,1,157,5,4,4,4,3,3,3,5,41,41,41,104,6,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,0,31,0,0,0,0,0,0,0,2,0,0,0,60,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,1,981,55,54,54,54,53,53,53,4,3,3,3,41,4,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,0,180,0,0,0,0,0,0,0,2,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,1,262,14,8,8,8,2,2,2,3,41,41,41,54,6,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,1,553,8,5,5,5,2,2,2,5,41,41,41,104,6,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,0,40,0,0,0,0,0,0,0,1,0,0,0,54,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,2,369,10,9,6,5,8,6,4,5,44,41,22,104,6,2,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,1,390,4,3,3,3,2,2,2,4,41,41,41,56,6,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,0,51,0,0,0,0,0,0,0,1,0,0,0,13,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,0,577,0,0,0,0,0,0,0,3,0,0,0,54,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,0,32,0,0,0,0,0,0,0,1,0,0,0,53,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,0,66,0,0,0,0,0,0,0,1,0,0,0,53,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,1,188,2,1,1,1,0,0,0,3,1,1,1,49,5,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,0,582,0,0,0,0,0,0,0,3,0,0,0,49,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,1,160,4,3,3,3,2,2,2,2,41,41,41,59,6,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,0,50,0,0,0,0,0,0,0,4,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,0,27,0,0,0,0,0,0,0,1,0,0,0,60,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,3,923,35,15,11,5,-5,7,-2,4,46,41,15,53,5,3,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,0,60,0,0,0,0,0,0,0,1,0,0,0,60,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,0,62,0,0,0,0,0,0,0,3,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,0,87,0,0,0,0,0,0,0,1,0,0,0,53,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,0,52,0,0,0,0,0,0,0,1,0,0,0,53,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,0,268,0,0,0,0,0,0,0,2,0,0,0,22,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,0,163,0,0,0,0,0,0,0,3,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,0,109,0,0,0,0,0,0,0,1,0,0,0,49,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,0,147,0,0,0,0,0,0,0,1,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,0,58,0,0,0,0,0,0,0,1,0,0,0,41,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,0,44,0,0,0,0,0,0,0,1,0,0,0,41,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,0,108,0,0,0,0,0,0,0,1,0,0,0,13,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,0,139,0,0,0,0,0,0,0,3,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,0,326,0,0,0,0,0,0,0,3,0,0,0,104,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,0,648,0,0,0,0,0,0,0,4,0,0,0,104,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,2,792,20,17,12,9,14,12,7,4,44,41,22,73,5,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,2,319,7,6,5,3,5,5,3,5,42,39,21,104,3,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,0,55,0,0,0,0,0,0,0,2,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,0,191,0,0,0,0,0,0,0,4,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,0,90,0,0,0,0,0,0,0,3,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,0,273,0,0,0,0,0,0,0,1,0,0,0,31,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,0,137,0,0,0,0,0,0,0,4,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,0,79,0,0,0,0,0,0,0,4,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,0,82,0,0,0,0,0,0,0,3,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,0,147,0,0,0,0,0,0,0,2,0,0,0,31,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,0,422,0,0,0,0,0,0,0,1,0,0,0,31,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,1,979,9,5,5,5,1,1,1,5,41,41,41,104,6,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,2,495,48,38,33,19,28,26,14,5,45,41,23,104,1,2,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,0,189,0,0,0,0,0,0,0,4,0,0,0,104,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,1,167,58,36,36,36,14,14,14,4,4,4,4,104,0,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,1,86,4,3,3,3,2,2,2,4,41,41,41,104,6,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,0,182,0,0,0,0,0,0,0,4,0,0,0,104,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,1,361,37,20,20,20,3,3,3,4,4,4,4,104,0,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,0,126,0,0,0,0,0,0,0,3,0,0,0,86,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,0,106,0,0,0,0,0,0,0,2,0,0,0,71,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,0,109,0,0,0,0,0,0,0,3,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,0,85,0,0,0,0,0,0,0,2,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,0,236,0,0,0,0,0,0,0,3,0,0,0,70,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,2,315,7,4,3,2,1,1,1,4,80,41,40,70,4,2,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,4,695,21,11,5,3,1,2,0,4,82,41,21,70,5,4,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanInfo.java,0,27,0,0,0,0,0,0,0,1,0,0,0,62,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,0,89,0,0,0,0,0,0,0,1,0,0,0,62,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,1,301,2,1,1,1,0,0,0,3,39,39,39,69,0,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,0,153,0,0,0,0,0,0,0,3,0,0,0,69,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,0,92,0,0,0,0,0,0,0,2,0,0,0,40,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,1,466,2,1,1,1,0,0,0,3,2,2,2,69,5,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,0,93,0,0,0,0,0,0,0,2,0,0,0,40,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,0,244,0,0,0,0,0,0,0,3,0,0,0,69,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,0,192,0,0,0,0,0,0,0,2,0,0,0,69,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,1,252,10,6,6,6,2,2,2,2,39,39,39,69,0,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,0,109,0,0,0,0,0,0,0,1,0,0,0,32,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,0,601,0,0,0,0,0,0,0,2,0,0,0,15,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,1,565,2,1,1,1,0,0,0,4,41,41,41,32,6,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkVersion.java,0,69,0,0,0,0,0,0,0,1,0,0,0,40,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,0,214,0,0,0,0,0,0,0,1,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,0,79,0,0,0,0,0,0,0,1,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,0,25,0,0,0,0,0,0,0,1,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,0,84,0,0,0,0,0,0,0,1,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,0,34,0,0,0,0,0,0,0,1,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,0,33,0,0,0,0,0,0,0,1,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,0,104,0,0,0,0,0,0,0,1,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,0,172,0,0,0,0,0,0,0,1,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,0,70,0,0,0,0,0,0,0,1,0,0,0,19,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,0,140,0,0,0,0,0,0,0,1,0,0,0,14,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,1,156,4,3,3,3,2,2,2,2,41,41,41,19,6,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,0,248,0,0,0,0,0,0,0,2,0,0,0,60,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,1,277,4,3,3,3,2,2,2,5,41,41,41,104,6,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,2,189,193,191,189,96,189,189,95,2,18,11,9,6,6,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,2,194,212,203,118,102,194,118,97,2,18,11,9,6,4,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,2,346,204,187,158,94,170,158,85,4,18,11,9,104,5,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java,2,304,308,306,303,153,304,303,152,2,18,11,9,6,6,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,2,356,298,15,10,8,-268,5,-134,5,52,41,26,104,6,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java,2,84,11,2,2,1,-7,0,-3,3,14,11,7,60,6,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,1,53,5,0,0,0,-5,0,-5,2,3,3,3,60,6,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,0,132,0,0,0,0,0,0,0,4,0,0,0,104,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,0,4088,0,0,0,0,0,0,0,2,0,0,0,39,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,3,691,196,80,79,27,-36,0,-12,5,87,41,29,104,1,2,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,2,47,57,52,40,26,47,40,24,2,18,11,9,6,5,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,1,101,49,0,0,0,-49,0,-49,3,3,3,3,104,6,1,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,2,510,9,8,6,4,7,5,4,2,42,39,21,30,1,2,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,1,328,3,3,3,3,3,3,3,3,1,1,1,30,3,1,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,0,273,0,0,0,0,0,0,0,2,0,0,0,24,0,0,yes
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,0,136,0,0,0,0,0,0,0,2,0,0,0,30,0,0,no
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,0,56,0,0,0,0,0,0,0,1,0,0,0,24,0,0,no
