Dataset,"#TrainingRelease",%Training,%DefectiveInTraining,%DefectiveInTesting,Classifier,Sampling,FeatureSelection,TP,FP,TN,FN,FPRate,TNRate,FNRate,Precision,Recall,ROCArea,Kappa
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,NaiveBayes,underSampling,No,1.0,40.0,486.0,62.0,0.07604562737642585,0.9239543726235742,0.9841269841269841,0.024390243902439025,0.015873015873015872,0.6103566902045989,-0.07110001782848989
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,NaiveBayes,underSampling,Yes,1.0,12.0,514.0,62.0,0.022813688212927757,0.9771863117870723,0.9841269841269841,0.07692307692307693,0.015873015873015872,0.7497284084736556,-0.010666419329406197
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,NaiveBayes,overSampling,No,0.0,27.0,499.0,63.0,0.051330798479087454,0.9486692015209125,1.0,0.0,0.0,0.6200132778079546,-0.06857764876632834
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,NaiveBayes,overSampling,Yes,32.0,39.0,487.0,31.0,0.0741444866920152,0.9258555133079848,0.49206349206349204,0.4507042253521127,0.5079365079365079,0.7640322288611262,0.41083166619034
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,NaiveBayes,smote,No,0.0,29.0,497.0,63.0,0.055133079847908745,0.9448669201520913,1.0,0.0,0.0,0.6014092582533647,-0.07230775319586806
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,NaiveBayes,smote,Yes,9.0,5.0,521.0,54.0,0.009505703422053232,0.9904942965779467,0.8571428571428571,0.6428571428571429,0.14285714285714285,0.742923531896916,0.20275757645277542
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,RandomForest,noSampling,No,6.0,0.0,526.0,57.0,0.0,1.0,0.9047619047619048,1.0,0.09523809523809523,0.7485967771138874,0.15825498307634453
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,RandomForest,noSampling,Yes,26.0,24.0,502.0,37.0,0.045627376425855515,0.9543726235741445,0.5873015873015873,0.52,0.4126984126984127,0.740630092341119,0.40373732512405197
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,RandomForest,underSampling,No,15.0,98.0,428.0,48.0,0.18631178707224336,0.8136882129277566,0.7619047619047619,0.13274336283185842,0.23809523809523808,0.634679220230551,0.03837810032876361
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,RandomForest,underSampling,Yes,40.0,165.0,361.0,23.0,0.31368821292775667,0.6863117870722434,0.36507936507936506,0.1951219512195122,0.6349206349206349,0.7246212807049309,0.1612610019542196
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,RandomForest,overSampling,No,24.0,9.0,517.0,39.0,0.017110266159695818,0.9828897338403042,0.6190476190476191,0.7272727272727273,0.38095238095238093,0.7374917013700284,0.4603138243042034
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,RandomForest,overSampling,Yes,34.0,141.0,385.0,29.0,0.26806083650190116,0.7319391634980988,0.4603174603174603,0.19428571428571428,0.5396825396825397,0.7183897640171405,0.152388853147327
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,RandomForest,smote,No,8.0,0.0,526.0,55.0,0.0,1.0,0.873015873015873,1.0,0.12698412698412698,0.7494115516929205,0.2062189115679597
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,RandomForest,smote,Yes,30.0,26.0,500.0,33.0,0.049429657794676805,0.9505703422053232,0.5238095238095238,0.5357142857142857,0.47619047619047616,0.7250286679944474,0.44870310145157477
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,IBk,noSampling,No,25.0,145.0,381.0,38.0,0.27566539923954375,0.7243346007604563,0.6031746031746031,0.14705882352941177,0.3968253968253968,0.5611533586818758,0.06933351753196844
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,IBk,noSampling,Yes,32.0,71.0,455.0,31.0,0.13498098859315588,0.8650190114068441,0.49206349206349204,0.3106796116504854,0.5079365079365079,0.71215824732935,0.2914995990376905
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,IBk,underSampling,No,31.0,190.0,336.0,32.0,0.3612167300380228,0.6387832699619772,0.5079365079365079,0.14027149321266968,0.49206349206349204,0.5649405516325668,0.06219608405651568
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,IBk,underSampling,Yes,40.0,174.0,352.0,23.0,0.33079847908745247,0.6692015209125475,0.36507936507936506,0.18691588785046728,0.6349206349206349,0.652921117750015,0.14800020559663407
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,IBk,overSampling,No,27.0,160.0,366.0,36.0,0.3041825095057034,0.6958174904942965,0.5714285714285714,0.1443850267379679,0.42857142857142855,0.5340998249743497,0.0666515749304701
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,IBk,overSampling,Yes,34.0,126.0,400.0,29.0,0.23954372623574144,0.7604562737642585,0.4603174603174603,0.2125,0.5396825396825397,0.6916681755084797,0.17890580733359115
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,IBk,smote,No,26.0,145.0,381.0,37.0,0.27566539923954375,0.7243346007604563,0.5873015873015873,0.15204678362573099,0.4126984126984127,0.5690747782002535,0.0781045751633986
BOOKKEEPER,3,28.031809145129227,19.756838905775076,10.69609507640068,IBk,smote,Yes,33.0,83.0,443.0,30.0,0.15779467680608364,0.8422053231939164,0.47619047619047616,0.28448275862068967,0.5238095238095238,0.7113132959140563,0.26711446346969103
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,NaiveBayes,noSampling,No,1.0,4.0,199.0,412.0,0.019704433497536946,0.9802955665024631,0.9975786924939467,0.2,0.002421307506053269,0.41274347260821337,-0.011438359949162855
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,NaiveBayes,noSampling,Yes,3.0,3.0,200.0,410.0,0.014778325123152709,0.9852216748768473,0.9927360774818402,0.5,0.007263922518159807,0.49488901346628655,-0.0049773255170888694
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,NaiveBayes,underSampling,No,2.0,6.0,197.0,411.0,0.029556650246305417,0.9704433497536946,0.9951573849878934,0.25,0.004842615012106538,0.3702453512088646,-0.016397075116330616
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,NaiveBayes,underSampling,Yes,5.0,10.0,193.0,408.0,0.04926108374384237,0.9507389162561576,0.9878934624697336,0.3333333333333333,0.012106537530266344,0.44848459547465974,-0.024795230400624004
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,NaiveBayes,overSampling,No,2.0,6.0,197.0,411.0,0.029556650246305417,0.9704433497536946,0.9951573849878934,0.25,0.004842615012106538,0.42108088121280074,-0.016397075116330616
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,NaiveBayes,overSampling,Yes,17.0,16.0,187.0,396.0,0.07881773399014778,0.9211822660098522,0.9588377723970944,0.5151515151515151,0.04116222760290557,0.48362933718197976,-0.02551337896701926
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,NaiveBayes,smote,No,1.0,6.0,197.0,412.0,0.029556650246305417,0.9704433497536946,0.9975786924939467,0.14285714285714285,0.002421307506053269,0.38895382817066043,-0.017988597996346865
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,NaiveBayes,smote,Yes,10.0,8.0,195.0,403.0,0.03940886699507389,0.9605911330049262,0.9757869249394673,0.5555555555555556,0.024213075060532687,0.4816970622264101,-0.010166461847838175
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,RandomForest,noSampling,No,31.0,17.0,186.0,382.0,0.08374384236453201,0.916256157635468,0.9249394673123487,0.6458333333333334,0.07506053268765134,0.4727990553322439,-0.005959202383680896
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,RandomForest,noSampling,Yes,40.0,19.0,184.0,373.0,0.09359605911330049,0.9064039408866995,0.9031476997578692,0.6779661016949152,0.09685230024213075,0.5131263493123726,0.002256030543182782
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,RandomForest,underSampling,No,80.0,52.0,151.0,333.0,0.2561576354679803,0.7438423645320197,0.8062953995157385,0.6060606060606061,0.1937046004842615,0.4557664094275934,-0.04619565217391308
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,RandomForest,underSampling,Yes,82.0,65.0,138.0,331.0,0.32019704433497537,0.6798029556650246,0.801452784503632,0.5578231292517006,0.19854721549636803,0.434314579133816,-0.09125070457819255
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,RandomForest,overSampling,No,46.0,25.0,178.0,367.0,0.12315270935960591,0.8768472906403941,0.8886198547215496,0.647887323943662,0.11138014527845036,0.5166211429048534,-0.00824224001870577
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,RandomForest,overSampling,Yes,54.0,37.0,166.0,359.0,0.18226600985221675,0.8177339901477833,0.8692493946731235,0.5934065934065934,0.13075060532687652,0.5071923567790646,-0.03671089427024456
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,RandomForest,smote,No,38.0,16.0,187.0,375.0,0.07881773399014778,0.9211822660098522,0.9079903147699758,0.7037037037037037,0.09200968523002422,0.4881021958754279,0.00910033406289599
